ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-372616,Source2,2,2017-03-02 10:34:16,2017-03-02 11:04:10,42.363407,-71.066963,,,0.0,Accident on Blossom St at William Cardinal Oconnell Way.,Blossom St,Boston,Suffolk,MA,02114-2602,US,US/Eastern,KBOS,2017-03-02 10:54:00,41.0,29.7,43.0,29.47,10.0,West,31.1,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-372645,Source2,2,2017-03-02 14:39:46,2017-03-02 15:24:15,42.343971,-71.062088,,,0.01,Accident on Albany St Southbound near Traveler St.,Albany St,Boston,Suffolk,MA,02118-2201,US,US/Eastern,KBOS,2017-03-02 14:54:00,39.0,27.2,34.0,29.62,10.0,West,29.9,,Partly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-372673,Source2,2,2017-03-02 17:38:17,2017-03-02 18:22:52,42.356091,-71.069786,,,0.01,Accident on MA-28 Charles St near River St.,Beacon St,Boston,Suffolk,MA,02108-3421,US,US/Eastern,KBOS,2017-03-02 17:54:00,37.0,25.1,37.0,29.76,10.0,WNW,26.5,,Partly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-372845,Source2,2,2017-03-03 15:21:03,2017-03-03 16:05:49,42.344879,-71.100983,,,0.01,Accident on Brookline Ave near Kilmarnock St.,Fullerton St,Boston,Suffolk,MA,02215,US,US/Eastern,KBOS,2017-03-03 14:54:00,36.0,29.0,21.0,30.13,10.0,WNW,9.2,,Scattered Clouds,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-372946,Source2,3,2017-03-05 14:03:37,2017-03-05 14:48:03,42.361767,-71.055298,,,0.01,Accident on I-93 Northbound at State St.,US-1 S,Boston,Suffolk,MA,02109,US,US/Eastern,KBOS,2017-03-05 13:54:00,30.9,19.4,15.0,30.44,10.0,WNW,17.3,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-372978,Source2,2,2017-03-06 05:42:46,2017-03-06 06:27:23,42.344585,-71.03952,,,0.01,Accident a box truck involved on Fargo St at Summer St.,Fargo St,Boston,Suffolk,MA,02210,US,US/Eastern,KBOS,2017-03-06 05:54:00,16.0,4.4,39.0,30.53,10.0,NW,9.2,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-372996,Source2,3,2017-03-06 07:26:32,2017-03-06 07:56:13,42.347706,-71.087463,,,0.01,Accident on I-90 Massachusetts Turnpike Westbound at Massachusetts Ave.,I-90 W,Boston,Suffolk,MA,02115,US,US/Eastern,KBOS,2017-03-06 07:54:00,19.9,11.1,37.0,30.53,10.0,NNW,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-373064,Source2,2,2017-03-06 10:12:02,2017-03-06 10:41:56,42.334961,-71.075127,,,0.01,Accident on Harrison Ave at Massachusetts Ave.,Harrison Ave,Boston,Suffolk,MA,02118-4000,US,US/Eastern,KBOS,2017-03-06 09:54:00,28.0,,24.0,30.53,10.0,Calm,,,Partly Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-373082,Source2,2,2017-03-06 11:47:52,2017-03-06 12:17:46,42.333561,-71.07341,,,0.01,Accident on Massachusetts Ave at Albany St.,Massachusetts Ave,Boston,Suffolk,MA,02118-2318,US,US/Eastern,KBOS,2017-03-06 11:54:00,30.0,24.1,23.0,30.49,10.0,SE,5.8,,Partly Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-373108,Source2,3,2017-03-06 16:09:44,2017-03-06 17:09:31,42.330338,-71.061356,,,0.01,Accident on I-93 Northbound after Exit 16 Southampton St.,I-93 S,Boston,Suffolk,MA,02118,US,US/Eastern,KBOS,2017-03-06 15:54:00,35.1,27.4,42.0,30.45,10.0,East,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-373143,Source2,3,2017-03-07 05:44:47,2017-03-07 06:14:26,42.361767,-71.055298,,,0.01,Right lane closed due to accident on 93 O'Neill Tunnel Southbound near MA-1A William F McClellan Hwy.,US-1 S,Boston,Suffolk,MA,02109,US,US/Eastern,KBOS,2017-03-07 05:54:00,34.0,28.8,70.0,30.45,10.0,SSE,5.8,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-373167,Source2,2,2017-03-07 07:22:47,2017-03-07 08:03:42,42.35181400000001,-71.11071,,,0.01,Left lane blocked due to accident on Storrow Dr Inbound at Boston University Bridge.,Soldiers Field Rd,Boston,Suffolk,MA,02215,US,US/Eastern,KBOS,2017-03-07 06:54:00,35.1,28.6,76.0,30.44,10.0,SSE,8.1,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-373293,Source2,3,2017-03-07 15:02:29,2017-03-07 15:40:00,42.337135,-71.06536899999998,,,0.01,Accident on I-93 Southbound at Exits 18 20 Frontage Rd.,US-1 S,Boston,Suffolk,MA,02118,US,US/Eastern,KBOS,2017-03-07 14:54:00,45.0,37.9,80.0,30.24,10.0,South,16.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-373426,Source2,3,2017-03-08 08:45:47,2017-03-08 09:15:34,42.346416,-71.060837,,,0.01,Accident on I-90 Massachusetts Turnpike Eastbound at Expressway.,US-1 S,Boston,Suffolk,MA,02111,US,US/Eastern,KBOS,2017-03-08 08:54:00,53.1,,80.0,29.86,10.0,West,19.6,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-373434,Source2,3,2017-03-08 09:23:17,2017-03-08 09:52:48,42.361851,-71.056267,,,0.01,Accident on 93 O'Neill Tunnel Northbound before Callahan Tunnel.,Callahan Tunnel,Boston,Suffolk,MA,02109,US,US/Eastern,KBOS,2017-03-08 09:06:00,52.0,,80.0,29.85,10.0,WNW,17.3,0.0,Light Rain,True,False,True,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-373440,Source2,3,2017-03-08 09:45:36,2017-03-08 10:15:17,42.330338,-71.061356,,,0.01,Left lane blocked due to accident on Expressway Northbound before Southampton St.,I-93 S,Boston,Suffolk,MA,02118,US,US/Eastern,KBOS,2017-03-08 09:54:00,51.1,,77.0,29.84,10.0,West,12.7,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-373458,Source2,3,2017-03-08 11:35:31,2017-03-08 12:05:20,42.336105,-71.06513199999998,,,0.01,Accident on I-93 Northbound after Exits 18 20 Frontage Rd.,I-93 N,Boston,Suffolk,MA,02118,US,US/Eastern,KBOS,2017-03-08 11:54:00,53.1,,61.0,29.84,10.0,West,15.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-373564,Source2,2,2017-03-09 07:51:54,2017-03-09 08:21:27,42.363392,-71.063637,,,0.01,Accident on Longfellow Pl at Staniford St.,Staniford St,Boston,Suffolk,MA,02114-2525,US,US/Eastern,KBOS,2017-03-09 07:54:00,46.9,,34.0,29.81,10.0,West,13.8,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-373695,Source2,2,2017-03-10 06:16:52,2017-03-10 06:46:43,42.345379,-71.09449000000002,,,0.01,Accident a truck involved on Boylston St at Park Dr.,Park Dr,Boston,Suffolk,MA,02215-4431,US,US/Eastern,KBOS,2017-03-10 05:54:00,33.1,28.7,52.0,29.93,9.0,Variable,4.6,0.0,Light Snow,False,False,True,False,False,False,False,False,False,True,False,True,False,Day,Day,Day,Day
A-373700,Source2,2,2017-03-10 06:49:48,2017-03-10 07:19:26,42.344112,-71.104218,,,0.01,Accident on Riverway at Park Dr.,Fenway,Boston,Suffolk,MA,02215,US,US/Eastern,KBOS,2017-03-10 06:54:00,30.9,23.5,79.0,29.93,6.0,South,8.1,0.0,Light Snow,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-373745,Source2,2,2017-03-10 08:50:35,2017-03-10 09:20:26,42.331985,-71.112076,,,0.0,Accident on Huntington Ave at MA-9 Huntington Ave.,Huntington Ave,Boston,Suffolk,MA,02115-2302,US,US/Eastern,KBOS,2017-03-10 08:54:00,28.9,21.9,92.0,29.9,0.8,ENE,6.9,0.04,Light Snow,True,False,True,False,False,False,True,False,True,False,False,True,False,Day,Day,Day,Day
A-374012,Source2,2,2017-03-13 11:18:46,2017-03-13 11:48:32,42.348831,-71.092392,,,0.01,Accident on MA-2 Commonwealth Ave Eastbound at Charlesgate.,Charlesgate,Boston,Suffolk,MA,02215,US,US/Eastern,KBOS,2017-03-13 10:54:00,21.9,11.7,37.0,30.45,10.0,WNW,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-374121,Source2,2,2017-03-14 07:09:56,2017-03-14 07:39:45,42.379894,-71.03578900000002,,,0.0,Accident on Brooks St at Eutaw St.,Brooks St,Boston,Suffolk,MA,02128-1650,US,US/Eastern,KBOS,2017-03-14 06:54:00,28.9,18.2,89.0,30.19,10.0,NE,13.8,0.01,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-374268,Source2,3,2017-03-15 08:44:46,2017-03-15 09:14:31,42.347675,-71.079018,,,0.01,Accident on I-90 Prudential Tunnel Eastbound near MA-9 Huntington Ave.,I-90 E,Boston,Suffolk,MA,02116,US,US/Eastern,KBOS,2017-03-15 08:54:00,19.9,4.3,65.0,29.4,10.0,West,19.6,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-374362,Source2,2,2017-03-16 06:12:23,2017-03-16 06:42:00,42.38052,-71.024017,,,0.01,Accident on MA-145 Bennington St near Vienna St.,Vienna St,Boston,Suffolk,MA,02128,US,US/Eastern,KBOS,2017-03-16 05:54:00,23.0,9.6,58.0,29.73,10.0,West,16.1,,Clear,True,False,False,False,False,False,False,False,True,True,False,False,False,Night,Night,Day,Day
A-374363,Source2,2,2017-03-16 06:28:39,2017-03-16 06:58:28,42.36244600000001,-71.058472,,,0.01,Accident on New Sudbury St at Congress St.,Congress St,Boston,Suffolk,MA,02108,US,US/Eastern,KBOS,2017-03-16 06:54:00,21.9,7.3,60.0,29.75,10.0,West,18.4,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-374432,Source2,3,2017-03-16 09:28:12,2017-03-16 09:57:49,42.36219000000001,-71.056099,,,0.01,Multi-vehicle accident on 93 O'Neill Tunnel Southbound near MA-1A William F McClellan Hwy.,Callahan Tunnel,Boston,Suffolk,MA,02109,US,US/Eastern,KBOS,2017-03-16 09:54:00,25.0,10.6,46.0,29.79,10.0,West,20.7,,Partly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-374581,Source2,2,2017-03-17 08:49:22,2017-03-17 09:19:09,42.335632,-71.035423,,,0.01,Accident on Broadway at L St.,L St,Boston,Suffolk,MA,02127-1530,US,US/Eastern,KBOS,2017-03-17 08:54:00,28.9,17.7,47.0,30.13,10.0,West,15.0,,Mostly Cloudy,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-374588,Source2,2,2017-03-17 08:55:50,2017-03-17 09:25:31,42.346684,-71.105232,,,0.01,Accident a pedestrian involved on Beacon St at MA-2 Park Dr.,Beacon St,Boston,Suffolk,MA,02215,US,US/Eastern,KBOS,2017-03-17 08:54:00,28.9,17.7,47.0,30.13,10.0,West,15.0,,Mostly Cloudy,True,False,True,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-374769,Source2,2,2017-03-20 05:40:30,2017-03-20 06:25:19,42.35146,-71.0756,,,0.01,Accident on MA-28 Clarendon St at Newbury St.,Clarendon St,Boston,Suffolk,MA,02116-3702,US,US/Eastern,KBOS,2017-03-20 05:54:00,33.1,23.4,50.0,30.04,10.0,NW,13.8,,Partly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-374924,Source2,2,2017-03-20 20:42:50,2017-03-20 21:11:56,42.36647,-71.06085999999998,,,0.01,Accident overturned vehicle involved on MA-3 Charles St Southbound after I-93.,US-1 S,Boston,Suffolk,MA,02114,US,US/Eastern,KBOS,2017-03-20 20:54:00,41.0,38.0,51.0,29.94,10.0,SE,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-374966,Source2,3,2017-03-21 07:34:50,2017-03-21 08:04:27,42.367451,-71.06163000000002,,,0.01,Accident on I-93 Southbound before Exit 26 MA-28 Storrow Dr.,I-93 N,Boston,Suffolk,MA,02114,US,US/Eastern,KBOS,2017-03-21 07:54:00,43.0,38.8,34.0,29.88,10.0,West,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-375216,Source2,3,2017-03-23 07:29:05,2017-03-23 07:58:47,42.347897,-71.047165,,,0.01,Accident on I-90 Ted Williams Tunl Westbound near Massport Haul Rd.,Ted Williams Tunnel,Boston,Suffolk,MA,02210,US,US/Eastern,KBOS,2017-03-23 07:54:00,19.9,4.3,33.0,30.48,10.0,WNW,19.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-375222,Source2,2,2017-03-23 08:07:57,2017-03-23 08:37:27,42.332542,-71.111176,,,0.01,Shoulder blocked due to multi-vehicle accident on MA-9 Huntington Ave near Colburn St.,Huntington Ave,Boston,Suffolk,MA,02115-2302,US,US/Eastern,KBOS,2017-03-23 07:54:00,19.9,4.3,33.0,30.48,10.0,WNW,19.6,,Partly Cloudy,True,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-375269,Source2,2,2017-03-23 14:03:26,2017-03-23 15:05:00,42.389462,-70.996346,,,0.0,Restrictions due to accident vehicle into house involved and gas leak on Lawn Ave in Boston.,Swan Ave,Boston,Suffolk,MA,02128-1210,US,US/Eastern,KBOS,2017-03-23 13:54:00,34.0,25.0,24.0,30.43,10.0,WNW,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-375276,Source2,3,2017-03-23 15:07:17,2017-03-23 15:36:48,42.367451,-71.06163000000002,,,0.01,Accident on I-93 Northbound after Exit 26 MA-28 Storrow Dr.,I-93 N,Boston,Suffolk,MA,02114,US,US/Eastern,KBOS,2017-03-23 14:54:00,36.0,26.3,23.0,30.42,10.0,West,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-375352,Source2,2,2017-03-24 08:32:29,2017-03-24 09:02:16,42.394661,-71.010582,,,0.01,Accident on MA-1A William F McClellan Hwy Southbound after Tomasello Rd.,William F McClellan Hwy,Boston,Suffolk,MA,02128,US,US/Eastern,KBOS,2017-03-24 08:54:00,34.0,26.6,44.0,30.47,10.0,South,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-375360,Source2,3,2017-03-24 08:58:13,2017-03-24 09:27:44,42.368053,-71.06263,,,0.01,Right lane closed due to accident on 93 Southbound on Zakim Bridge.,US-1 S,Boston,Suffolk,MA,02114,US,US/Eastern,KBOS,2017-03-24 08:54:00,34.0,26.6,44.0,30.47,10.0,South,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-375378,Source2,3,2017-03-24 13:37:18,2017-03-24 14:06:39,42.347675,-71.079018,,,0.01,Accident on I-90 Eastbound at Exit 22 MA-9 Huntington Ave.,I-90 E,Boston,Suffolk,MA,02116,US,US/Eastern,KBOS,2017-03-24 13:54:00,36.0,25.6,89.0,30.26,7.0,SSW,18.4,0.0,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-375501,Source2,3,2017-03-26 07:54:49,2017-03-26 08:39:32,42.347675,-71.079018,,,0.01,Accident on I-90 Eastbound at Exit 22 MA-9 Huntington Ave.,I-90 E,Boston,Suffolk,MA,02116,US,US/Eastern,KBOS,2017-03-26 07:54:00,33.1,25.5,72.0,30.54,10.0,North,9.2,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-375557,Source2,3,2017-03-27 08:00:58,2017-03-27 08:30:39,42.342804,-71.10323299999997,,,0.01,Accident on Fenway near Brookline Ave.,Brookline Ave,Boston,Suffolk,MA,02215-5403,US,US/Eastern,KBOS,2017-03-27 07:54:00,37.9,30.0,100.0,30.22,0.5,East,12.7,0.01,Light Rain,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-375625,Source2,3,2017-03-27 14:49:50,2017-03-27 15:34:14,42.355064,-71.051781,,,0.01,Accident on I-93 Southbound at Seaport Blvd.,Oliver St,Boston,Suffolk,MA,02110-2605,US,US/Eastern,KBOS,2017-03-27 14:46:00,42.1,37.1,96.0,30.04,6.0,NNW,8.1,0.05,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-375694,Source2,2,2017-03-28 06:48:11,2017-03-28 07:17:45,42.349262,-71.04541,,,0.01,Accident on Congress St at Service Rd.,Congress St,Boston,Suffolk,MA,02210,US,US/Eastern,KBOS,2017-03-28 06:54:00,36.0,33.3,97.0,30.05,10.0,East,3.5,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-375853,Source2,2,2017-03-29 05:41:52,2017-03-29 06:26:58,42.383453,-71.021507,,,0.01,Accident on MA-1A William F McClellan Hwy Southbound after Curtis St.,William F McClellan Hwy,Boston,Suffolk,MA,02128-1583,US,US/Eastern,KBOS,2017-03-29 05:54:00,37.9,31.5,97.0,29.98,8.0,North,9.2,0.0,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-375862,Source2,2,2017-03-29 06:29:33,2017-03-29 06:59:06,42.387032,-71.00799599999998,,,0.0,Accident pedestrian involved on Boardman St at Saratoga St.,Saratoga St,Boston,Suffolk,MA,02128,US,US/Eastern,KBOS,2017-03-29 06:46:00,37.9,31.5,93.0,30.0,10.0,NNW,9.2,,Overcast,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-375919,Source2,3,2017-03-29 08:54:06,2017-03-29 09:22:01,42.367451,-71.06163000000002,,,0.01,Accident on 93 Northbound at MA-28 Storrow Dr.,I-93 N,Boston,Suffolk,MA,02114,US,US/Eastern,KBOS,2017-03-29 08:54:00,39.0,32.3,93.0,30.01,10.0,North,10.4,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-375921,Source2,3,2017-03-29 09:09:17,2017-03-29 09:39:03,42.330338,-71.061356,,,0.01,Accident on I-93 Northbound at Exit 16 Southampton St.,I-93 S,Boston,Suffolk,MA,02118,US,US/Eastern,KBOS,2017-03-29 09:09:00,39.0,32.3,93.0,30.01,10.0,North,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-376079,Source2,2,2017-03-30 09:55:25,2017-03-30 10:25:02,42.334969,-71.071449,,,0.01,Accident a pedestrian involved on Albany St near Concord St.,Albany St,Boston,Suffolk,MA,02118-2526,US,US/Eastern,KBOS,2017-03-30 09:54:00,39.9,32.5,45.0,30.22,10.0,North,12.7,,Partly Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-420150,Source2,2,2017-04-06 04:59:39,2017-04-06 05:29:27,42.369446,-71.026306,,,0.0,Accident on Harborside Dr at I-90 Ted Williams Tunl.,Ted Williams Tunl,Boston,Suffolk,MA,02128,US,US/Eastern,KBOS,2017-04-06 04:54:00,39.0,32.8,86.0,30.03,10.0,ENE,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-420365,Source2,2,2017-04-07 07:55:04,2017-04-07 08:24:43,42.351574,-71.089836,,,0.01,Accident on Storrow Dr Westbound at Charlesgate.,Storrow Dr,Boston,Suffolk,MA,02116,US,US/Eastern,KBOS,2017-04-07 07:54:00,46.0,40.2,93.0,29.28,10.0,South,12.7,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-420385,Source2,2,2017-04-07 08:46:35,2017-04-07 09:16:01,42.359699,-71.072243,,,0.01,Left lane blocked due to accident on MA-28 Storrow Dr Westbound at Charles River Sq.,Storrow Dr,Boston,Suffolk,MA,02114,US,US/Eastern,KBOS,2017-04-07 08:54:00,48.0,,83.0,29.29,10.0,SSW,19.6,,Mostly Cloudy,False,False,True,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-420748,Source2,3,2017-04-11 17:46:49,2017-04-11 18:31:14,42.3354,-71.06546,,,0.4,Right lane blocked due to accident on I-93 Northbound between Exit 16 Southampton St and Exits 18 20 Frontage Rd.,Mass Avenue Connector,Boston,Suffolk,MA,02118,US,US/Eastern,KBOS,2017-04-11 17:54:00,73.9,,41.0,30.01,10.0,South,16.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-421041,Source2,2,2017-04-14 07:36:47,2017-04-14 08:06:33,42.341606,-71.05719,,,0.01,Accident a bus involved on Dorchester Ave at 4th St.,Dorchester Ave,Boston,Suffolk,MA,02127,US,US/Eastern,KBOS,2017-04-14 07:54:00,48.9,,44.0,30.39,10.0,NW,8.1,,Scattered Clouds,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-421054,Source2,2,2017-04-14 09:11:28,2017-04-14 09:40:37,42.321686,-71.051254,,,0.01,Accident on MA-3A Kosciuszko Cir at Columbia Rd.,William T Morrissey Blvd,Boston,Suffolk,MA,02127,US,US/Eastern,KBOS,2017-04-14 08:54:00,53.1,,38.0,30.39,10.0,NNW,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-421271,Source2,2,2017-04-17 11:38:03,2017-04-17 12:15:10,42.351078,-71.064903,,,0.01,Accident on Tremont St near Stuart St.,Tremont St,Boston,Suffolk,MA,02116-5606,US,US/Eastern,KBOS,2017-04-17 11:54:00,73.9,,25.0,29.83,10.0,WNW,21.9,,Mostly Cloudy,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-421385,Source2,2,2017-04-18 09:50:42,2017-04-18 10:20:17,42.361767,-71.055298,,,0.01,Accident on MA-1A Sumner Tunnel Southbound at I-93.,US-1 S,Boston,Suffolk,MA,02109,US,US/Eastern,KBOS,2017-04-18 09:54:00,48.9,,50.0,30.37,10.0,ENE,12.7,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-421454,Source2,2,2017-04-19 05:30:16,2017-04-19 05:59:25,42.35466,-71.054642,,,0.01,Accident on High St at Congress St.,High St,Boston,Suffolk,MA,02110-2447,US,US/Eastern,KBOS,2017-04-19 05:23:00,39.9,33.4,77.0,30.58,10.0,South,10.4,,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-421693,Source2,3,2017-04-20 15:25:36,2017-04-20 15:55:11,42.330338,-71.061356,,,0.01,Accident on Expressway Southbound at Southampton St.,I-93 S,Boston,Suffolk,MA,02118,US,US/Eastern,KBOS,2017-04-20 15:05:00,50.0,,86.0,30.12,10.0,East,15.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-421969,Source2,2,2017-04-24 07:46:38,2017-04-24 08:16:27,42.389053,-71.010521,,,0.0,Accident and stalled vehicle on Ashley St at Boardman St.,Boardman St,Boston,Suffolk,MA,02128-2630,US,US/Eastern,KBOS,2017-04-24 07:54:00,51.1,,63.0,30.15,10.0,SW,4.6,,Partly Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-422341,Source2,2,2017-04-27 07:03:25,2017-04-27 07:33:16,42.373108,-71.035042,,,0.0,Accident on George R Visconti Rd at Chelsea St.,Chelsea St,Boston,Suffolk,MA,02128-1761,US,US/Eastern,KBOS,2017-04-27 06:54:00,51.1,,100.0,29.91,0.5,North,5.8,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-422349,Source2,2,2017-04-27 07:24:37,2017-04-27 07:54:14,42.332893,-71.071899,,,0.01,Accident on Mass Avenue Connector near Melnea Cass Blvd.,Mass Avenue Connector,Boston,Suffolk,MA,02118,US,US/Eastern,KBOS,2017-04-27 06:54:00,51.1,,100.0,29.91,0.5,North,5.8,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-422369,Source2,2,2017-04-27 08:10:54,2017-04-27 08:40:40,42.340794,-71.053925,,,0.01,Accident a bus involved on B St at Broadway.,W Broadway,Boston,Suffolk,MA,02127-1018,US,US/Eastern,KBOS,2017-04-27 07:54:00,51.1,,100.0,29.92,0.5,East,4.6,,Overcast,True,False,True,False,False,False,False,False,True,True,False,False,False,Day,Day,Day,Day
A-422733,Source2,2,2017-05-01 08:16:33,2017-05-01 08:46:03,42.376392,-71.028755,,,0.01,Accident on MA-1A William F McClellan Hwy Southbound near I-90 Massachusetts Turnpike.,I-90 W,Boston,Suffolk,MA,02128,US,US/Eastern,KBOS,2017-05-01 08:07:00,46.0,43.9,93.0,30.07,6.0,East,4.6,,Overcast,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-422738,Source2,2,2017-05-01 08:24:31,2017-05-01 08:54:22,42.337982,-71.057022,,,0.01,Accident on Old Colony Ave at Dorchester Ave.,Dorchester Ave,Boston,Suffolk,MA,02127,US,US/Eastern,KBOS,2017-05-01 08:35:00,46.0,41.9,96.0,30.07,1.8,ENE,8.1,,Overcast,False,False,True,False,False,False,False,False,True,True,False,True,False,Day,Day,Day,Day
A-422830,Source2,2,2017-05-02 07:11:36,2017-05-02 07:41:25,42.342682,-71.061409,,,0.01,Accident on 4th St at Frontage Rd.,W 4th St,Boston,Suffolk,MA,02127-1876,US,US/Eastern,KBOS,2017-05-02 07:09:00,46.9,,100.0,29.65,10.0,NNE,5.8,0.0,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-423096,Source2,2,2017-05-04 04:15:50,2017-05-04 05:01:43,42.346889,-71.06588,,,0.01,Accident on Shawmut Ave near Herald St.,Shawmut Ave,Boston,Suffolk,MA,02118,US,US/Eastern,KBOS,2017-05-04 03:54:00,46.9,,59.0,30.2,10.0,West,9.2,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
